
#
# Start of IEEE IAB registry data
#
40D8550D7	Avant Technologies
C821DA	Shenzhen YOUHUA Technology Co., Ltd
20658E	HUAWEI TECHNOLOGIES CO.,LTD
183D5E	HUAWEI TECHNOLOGIES CO.,LTD
889746	Sichuan AI-Link Technology Co., Ltd.
1CDE57	Fiberhome Telecommunication Technologies Co.,LTD
E0DCFF	Xiaomi Communications Co Ltd
00778D	Cisco Systems, Inc
000E8C	Siemens AG
008764	Cisco Systems, Inc
846FCE	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
B0E71D	Shanghai Maigantech Co.,Ltd
C468D0	VTech Telecommunications Ltd.
14AEDB	VTech Telecommunications Ltd.
78DB2F	Texas Instruments
E0B655	Beijing Xiaomi Electronics Co., Ltd.
8C0FA0	di-soric GmbH & Co. KG
F8BBBF	eero inc.
DCFB48	Intel Corporate
DC7137	zte corporation
847C9B	GD Midea Air-Conditioning Equipment Co.,Ltd.
3441A8	ER-Telecom
34DB9C	Sagemcom Broadband SAS
7440BE	LG Innotek
A4CF12	Espressif Inc.
FCB662	IC Holdings LLC
04D4C4	ASUSTek COMPUTER INC.
A0510B	Intel Corporate
7488BB	Cisco Systems, Inc
A8E2C3	Shenzhen YOUHUA Technology Co., Ltd
9020C2	Aruba, a Hewlett Packard Enterprise Company
0CA06C	Industrial Cyber Sensing Inc.
FCD2B6	IEEE Registration Authority
804A14	Apple, Inc.
703C69	Apple, Inc.
AC2DA9	TECNO MOBILE LIMITED
40A93F	Pivotal Commware, Inc.
4C6AF6	HMD Global Oy
489DD1	Samsung Electronics Co.,Ltd
C08C71	Motorola Mobility LLC, a Lenovo Company
48049F	ELECOM CO., LTD
087F98	vivo Mobile Communication Co., Ltd.
C85261	ARRIS Group, Inc.
C04121	Nokia Solutions and Networks GmbH & Co. KG
F46F4E	Echowell
B06FE0	Samsung Electronics Co.,Ltd
44B994	Douglas Lighting Controls
2479F8	KUPSON spol. s r.o.
70BF92	GN Audio A/S
ACBB61	YSTen Technology Co.,Ltd
342003	Shenzhen Feitengyun Technology Co.,LTD
7CFD82	GUANGDONG GENIUS TECHNOLOGY CO., LTD.
002F5C	Cisco Systems, Inc
F4645D	Toshiba
F07D68	D-Link Corporation
EC4118	XIAOMI Electronics,CO.,LTD
D8860B	IEEE Registration Authority
08ECF5	Cisco Systems, Inc
D07650	IEEE Registration Authority
60D0A9	Samsung Electronics Co.,Ltd
88CEFA	HUAWEI TECHNOLOGIES CO.,LTD
002706	YOISYS
042DB4	First Property (Beijing) Co., Ltd Modern MOMA Branch
38F85E	HUMAX Co., Ltd.
00CB51	Sagemcom Broadband SAS
C464B7	Fiberhome Telecommunication Technologies Co.,LTD
04E0B0	Shenzhen YOUHUA Technology Co., Ltd
40E3D6	Aruba, a Hewlett Packard Enterprise Company
B45D50	Aruba, a Hewlett Packard Enterprise Company
ACA31E	Aruba, a Hewlett Packard Enterprise Company
38B19E	IEEE Registration Authority
38E26E	ShenZhen Sweet Rain Electronics Co.,Ltd.
70C9C6	Cisco Systems, Inc
689A87	Amazon Technologies Inc.
64AE88	Polytec GmbH
00D050	Iskratel d.o.o.
78DAA2	Cynosure Technologies Co.,Ltd
8084A9	oshkosh Corporation
180D2C	Intelbras
98DAC4	TP-LINK TECHNOLOGIES CO.,LTD.
00177B	Azalea Networks inc
502B98	Es-tech International
C82832	Beijing Xiaomi Electronics Co., Ltd.
701BFB	Integrated Device Technology (Malaysia) Sdn. Bhd.
04766E	ALPSALPINE CO,.LTD
AC7A4D	ALPSALPINE CO,.LTD
38C096	ALPSALPINE CO,.LTD
C4346B	Hewlett Packard
48F17F	Intel Corporate
002643	ALPSALPINE CO,.LTD
004E35	Hewlett Packard Enterprise
1C3477	Innovation Wireless
4CC7D6	FLEXTRONICS MANUFACTURING(ZHUHAI)CO.,LTD.
C80873	Ruckus Wireless
001697	NEC Corporation
003013	NEC Corporation
BC3E07	Hitron Technologies. Inc
48FDA3	Xiaomi Communications Co Ltd
288088	NETGEAR
90869B	zte corporation
E0189F	EM Microelectronic
F81308	Nokia
F8A2D6	Liteon Technology Corporation
049DFE	Hivesystem
D05157	LEAX Arkivator Telecom
FCBE7B	vivo Mobile Communication Co., Ltd.
B40FB3	vivo Mobile Communication Co., Ltd.
EC5C68	CHONGQING FUGUI ELECTRONICS CO.,LTD.
9458CB	Nintendo Co.,Ltd
74366D	Vodafone Italia S.p.A.
182A44	HIROSE ELECTRONIC SYSTEM
FC94CE	zte corporation
0CEC84	Shenzhen TINNO Mobile Technology Corp.
9CDB07	Yellowtec GmbH
28EC9A	Texas Instruments
C4E506	Piper Networks, Inc.
0CD0F8	Cisco Systems, Inc
DCDA80	New H3C Technologies Co., Ltd
B8259A	Thalmic Labs
30EB5A	LANDIS + GYR
F80F6F	Cisco Systems, Inc
0080E3	CORAL NETWORK CORPORATION
D8F2CA	Intel Corporate
B4C62E	Molex CMS
282536	SHENZHEN HOLATEK CO.,LTD
B8A175	Roku, Inc.
CCD3C1	Vestel Elektronik San ve Tic. A.S.
A42655	LTI Motion (Shanghai) Co., Ltd.
60A730	Shenzhen Yipinfang Internet Technology Co.,Ltd
3C9BD6	Vizio, Inc
50DB3F	SHENZHEN GONGJIN ELECTRONICS CO.,LT
1081B4	Hunan Greatwall Galaxy Science and Technology Co.,Ltd.
3881D7	Texas Instruments
1804ED	Texas Instruments
D43260	GoPro
F4DD9E	GoPro
D4D919	GoPro
CC7286	Xi'an Fengyu Information Technology Co., Ltd.
6CA928	HMD Global Oy
00D861	Micro-Star INTL CO., LTD.
74C17D	Infinix mobility limited
8871B1	ARRIS Group, Inc.
F0AF85	ARRIS Group, Inc.
FCAE34	ARRIS Group, Inc.
141114	TECNO MOBILE LIMITED
00B8B3	Cisco Systems, Inc
745F90	LAM Technologies
F85B9C	SB SYSTEMS Co.,Ltd
004279	Sunitec Enterprise Co.,Ltd
A45046	Xiaomi Communications Co Ltd
F8501C	Tianjin Geneuo Technology Co.,Ltd
70D313	HUAWEI TECHNOLOGIES CO.,LTD
9C1D36	HUAWEI TECHNOLOGIES CO.,LTD
CCBBFE	HUAWEI TECHNOLOGIES CO.,LTD
44070B	Google, Inc.
ECF6BD	SNCF MOBILITÉS
B831B5	Microsoft Corporation
007C2D	Samsung Electronics Co.,Ltd
38B4D3	BSH Hausgeraete GmbH
C84782	Areson Technology Corp.
E89363	Nokia
7C0CF6	Guangdong Huiwei High-tech Co., Ltd.
20AD56	Continental Automotive Systems Inc.
5029F5	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
300A60	IEEE Registration Authority
80D065	CKS Corporation
00D6FE	Cisco Systems, Inc
0CBF74	Morse Micro
B41D2B	Shenzhen YOUHUA Technology Co., Ltd
14C213	Apple, Inc.
FC8F7D	SHENZHEN GONGJIN ELECTRONICS CO.,LT
24BE18	DADOUTEK COMPANY LIMITED
749D79	Sercomm Corporation.
A4D931	Apple, Inc.
BCFED9	Apple, Inc.
808223	Apple, Inc.
CC08FB	TP-LINK TECHNOLOGIES CO.,LTD.
BCAF91	TE Connectivity Sensor Solutions
283166	vivo Mobile Communication Co., Ltd.
C04004	Medicaroid Corporation
A4ED43	IEEE Registration Authority
94298D	Shanghai AdaptComm Technology Co., Ltd.
00AA6E	Cisco Systems, Inc
F0D7DC	Wesine (Wuhan) Technology Co., Ltd.
007204	Samsung Electronics Co., Ltd. ARTIK
40C81F	Shenzhen Xinguodu Technology Co., Ltd.
0C7C28	Nokia Solutions and Networks GmbH & Co. KG
6843D7	Agilecom Photonics Solutions Guangdong Limited
B86A97	Edgecore Networks Corporation
A81087	Texas Instruments
8C61A3	ARRIS Group, Inc.
8C8F8B	China Mobile Chongqing branch
1459C0	NETGEAR
00040B	3COM EUROPE LTD
C8C2F5	FLEXTRONICS MANUFACTURING(ZHUHAI)CO.,LTD.
F05849	CareView Communications
8CFE74	Ruckus Wireless
604BAA	Magic Leap, Inc.
4C0143	eero inc.
E43493	HUAWEI TECHNOLOGIES CO.,LTD
342912	HUAWEI TECHNOLOGIES CO.,LTD
48A472	Intel Corporate
000A5E	3COM
00105A	3COM
006097	3COM
006008	3COM
000102	3COM
A02833	IEEE Registration Authority
001B6E	Keysight Technologies, Inc.
143719	PT Prakarsa Visi Valutama
582F40	Nintendo Co.,Ltd
0890BA	Danlaw Inc
4C364E	Panasonic Connect Co., Ltd.
BCA58B	Samsung Electronics Co.,Ltd
80CEB9	Samsung Electronics Co.,Ltd
E85D86	CHANG YOW TECHNOLOGIES INTERNATIONAL CO.,LTD.
94A3CA	KonnectONE, LLC
D0D3FC	Mios, Ltd.
6C6CD3	Cisco Systems, Inc
E049ED	Audeze LLC
000157	SYSWAVE CO., LTD
A8016D	Aiwa Corporation
0440A9	New H3C Technologies Co., Ltd
8030E0	Hewlett Packard Enterprise
244CE3	Amazon Technologies Inc.
B8BEF4	devolo AG
58FDBE	Shenzhen Taikaida Technology Co., Ltd
F4F197	EMTAKE Inc
6CED51	NEXCONTROL Co.,Ltd
1062E5	Hewlett Packard
04C3E6	IEEE Registration Authority
98BB99	Phicomm (Sichuan) Co.,Ltd.
002622	COMPAL INFORMATION (KUNSHAN) CO., LTD.
0020B5	YASKAWA ELECTRIC CORPORATION
286336	Siemens AG
14D169	HUAWEI TECHNOLOGIES CO.,LTD
1CC3EB	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
F460E2	Xiaomi Communications Co Ltd
E4D124	Mojo Networks, Inc.
9CC950	Baumer Holding
F89910	Integrated Device Technology (Malaysia) Sdn. Bhd.
50E0EF	Nokia
60F18A	HUAWEI TECHNOLOGIES CO.,LTD
C49500	Amazon Technologies Inc.
68DD26	Shanghai Focus Vision Security Technology Co.,Ltd
2866E3	AzureWave Technology Inc.
848A8D	Cisco Systems, Inc
E06267	Xiaomi Communications Co Ltd
70B7AA	vivo Mobile Communication Co., Ltd.
0013A3	Siemens Home & Office Comm. Devices
082525	Xiaomi Communications Co Ltd
B0B867	Hewlett Packard Enterprise
84B31B	Kinexon GmbH
F8272E	Mercku
CC50E3	Espressif Inc.
A83E0E	HMD Global Oy
10C172	HUAWEI TECHNOLOGIES CO.,LTD
000EEE	Muco Industrie BV
7C1C4E	LG Innotek
D8B6B7	Comtrend Corporation
8C14B4	zte corporation
3C9872	Sercomm Corporation.
40C3C6	SnapRoute
D01CBB	Beijing Ctimes Digital Technology Co., Ltd.
7487BB	Ciena Corporation
C0B6F9	Intel Corporate
DCE305	AO
A4DA32	Texas Instruments
780473	Texas Instruments
504C7E	THE 41ST INSTITUTE OF CETC
2C4759	Beijing MEGA preponderance Science & Technology Co. Ltd
DCE0EB	Nanjing Aozheng Information Technology Co.Ltd
00151E	ETHERNET Powerlink Standarization Group (EPSG)
00111E	ETHERNET Powerlink Standarization Group (EPSG)
00409D	DigiBoard
149346	PNI sensor corporation
00138A	Qingdao GoerTek Technology Co., Ltd.
A830AD	WEIFANG GOERTEK ELECTRONICS CO.,LTD
A41566	WEIFANG GOERTEK ELECTRONICS CO.,LTD
1C965A	WEIFANG GOERTEK ELECTRONICS CO.,LTD
401B5F	WEIFANG GOERTEK ELECTRONICS CO.,LTD
144F8A	Intel Corporate
002106	RIM Testing Services
5CCD7C	MEIZU Technology Co.,Ltd.
5C9656	AzureWave Technology Inc.
E06066	Sercomm Corporation.
BC5FF6	MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
C8E7D8	MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
A8E552	JUWEL Aquarium AG & Co. KG
60D21C	Sunnovo International Limited
CC51B4	Integrated Device Technology (Malaysia) Sdn. Bhd.
00C3F4	Samsung Electronics Co.,Ltd
B88AEC	Nintendo Co.,Ltd
78725D	Cisco Systems, Inc
B46BFC	Intel Corporate
B0FC0D	Amazon Technologies Inc.
CCC92C	Schindler - PORT Technology
001E39	Comsys Communication Ltd.
EC8C9A	HUAWEI TECHNOLOGIES CO.,LTD
B48655	HUAWEI TECHNOLOGIES CO.,LTD
D0D783	HUAWEI TECHNOLOGIES CO.,LTD
AC3B77	Sagemcom Broadband SAS
FCE66A	Industrial Software Co
7836CC	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
70C833	Wirepas Oy
0C73EB	IEEE Registration Authority
F0B5D1	Texas Instruments
00E000	FUJITSU LIMITED
90848B	HDR10+ Technologies, LLC
0CF5A4	Cisco Systems, Inc
80C7C5	Fiberhome Telecommunication Technologies Co.,LTD
2816A8	Microsoft Corporation
F8F532	ARRIS Group, Inc.
048AE1	FLEXTRONICS MANUFACTURING(ZHUHAI)CO.,LTD.
8CCF5C	BEFEGA GmbH
501D93	HUAWEI TECHNOLOGIES CO.,LTD
C8D779	QING DAO HAIER TELECOM CO.,LTD.
10B36F	Bowei Technology Company Limited
FC9BC6	Sumavision Technologies Co.,Ltd
C8292A	Barun Electronics
0080BA	SPECIALIX (ASIA) PTE, LTD
480BB2	IEEE Registration Authority
CCC079	Murata Manufacturing Co., Ltd.
F09CD7	Guangzhou Blue Cheetah Intelligent Technology Co., Ltd.
BCE143	Apple, Inc.
E482CC	Jumptronic GmbH
B083D6	ARRIS Group, Inc.
B0416F	Shenzhen Maxtang Computer Co.,Ltd
E019D8	BH TECHNOLOGIES
48605F	LG Electronics (Mobile Communications)
30D9D9	Apple, Inc.
6030D4	Apple, Inc.
F895EA	Apple, Inc.
18F1D8	Apple, Inc.
647033	Apple, Inc.
846878	Apple, Inc.
C8D083	Apple, Inc.
8C4CDC	PLANEX COMMUNICATIONS INC.
BCAB7C	TRnP KOREA Co Ltd
6C3838	Marking System Technology Co., Ltd.
9C2EA1	Xiaomi Communications Co Ltd
0C6ABC	Fiberhome Telecommunication Technologies Co.,LTD
089734	Hewlett Packard Enterprise
3CCD5D	HUAWEI TECHNOLOGIES CO.,LTD
7C7668	HUAWEI TECHNOLOGIES CO.,LTD
001386	ABB Inc/Totalflow
003C10	Cisco Systems, Inc
F041C8	IEEE Registration Authority
CC9916	Integrated Device Technology (Malaysia) Sdn. Bhd.
EC7FC6	ECCEL CORPORATION SAS
A438CC	Nintendo Co.,Ltd
74721E	Edison Labs Inc.
780F77	HangZhou Gubei Electronics Technology Co.,Ltd
4CABFC	zte corporation
7C2A31	Intel Corporate
0CF346	Xiaomi Communications Co Ltd
7CFF4D	AVM Audiovisuelles Marketing und Computersysteme GmbH
7470FD	Intel Corporate
5065F3	Hewlett Packard
3C9509	Liteon Technology Corporation
30FD38	Google, Inc.
64CB5D	SIA "TeleSet"
5821E9	TWPI
F0E3DC	Tecon MT, LLC
A8DA01	Shenzhen NUOLIJIA Digital Technology Co.,Ltd
88E90F	innomdlelab
0010D8	CALISTA
002194	Ping Communication
1894C6	ShenZhen Chenyee Technology Co., Ltd.
703A73	Shenzhen Sundray Technologies Company Limited
80AD16	Xiaomi Communications Co Ltd
044EAF	LG Innotek
98D863	Shanghai High-Flying Electronics Technology Co., Ltd
C49F4C	HUAWEI TECHNOLOGIES CO.,LTD
0C704A	HUAWEI TECHNOLOGIES CO.,LTD
10F9EB	Industria Fueguina de Relojería Electrónica s.a.
5C5AEA	FORD
000B7B	Test-Um Inc.
BCDDC2	Espressif Inc.
C88F26	Skyworth Digital Technology(Shenzhen) Co.,Ltd
20365B	Megafone Limited
E8DE00	ChongQing GuanFang Technology Co.,LTD
FC643A	Samsung Electronics Co.,Ltd
003074	EQUIINET LTD.
EC9B8B	Hewlett Packard Enterprise
B0B3AD	HUMAX Co., Ltd.
40BD32	Texas Instruments
CC8E71	Cisco Systems, Inc
70D081	Beijing Netpower Technologies Inc.
70C94E	Liteon Technology Corporation
38F554	HISENSE ELECTRIC CO.,LTD
18A28A	Essel-T Co., Ltd
A8515B	Samsung Electronics Co.,Ltd
001936	STERLITE OPTICAL TECHNOLOGIES LIMITED
3CE824	HUAWEI TECHNOLOGIES CO.,LTD
54B7E5	Rayson Technology Co., Ltd.
946372	vivo Mobile Communication Co., Ltd.
BC0FA7	Ouster
F0C9D1	GD Midea Air-Conditioning Equipment Co.,Ltd.
347E5C	Sonos, Inc.
F8C120	Xi'an Link-Science Technology Co.,Ltd
B4FBF9	HUAWEI TECHNOLOGIES CO.,LTD
506F77	HUAWEI TECHNOLOGIES CO.,LTD
0C41E9	HUAWEI TECHNOLOGIES CO.,LTD
70F220	Actiontec Electronics, Inc
345A06	SHARP Corporation
B89F09	Wistron Neweb Corporation
0402CA	Shenzhen Vtsonic Co.,ltd
3CFB5C	Fiberhome Telecommunication Technologies Co.,LTD
7440BB	Hon Hai Precision Ind. Co.,Ltd.
88BD45	Samsung Electronics Co.,Ltd
54FCF0	Samsung Electronics Co.,Ltd
306A85	Samsung Electronics Co.,Ltd
4CDD31	Samsung Electronics Co.,Ltd
B4DE31	Cisco Systems, Inc
A44027	zte corporation
B4F7A1	LG Electronics (Mobile Communications)
70EF00	Apple, Inc.
28EDE0	AMPAK Technology, Inc.
1C1161	Ciena Corporation
C87765	Tiesse SpA
D0817A	Apple, Inc.
98CA33	Apple, Inc.
68AB1E	Apple, Inc.
BCFFEB	Motorola Mobility LLC, a Lenovo Company
2C37C5	Qingdao Haier Intelligent Home Appliance Technology Co.,Ltd
CC40D0	NETGEAR
7C7630	Shenzhen YOUHUA Technology Co., Ltd
9822EF	Liteon Technology Corporation
7C7635	Intel Corporate
B80716	vivo Mobile Communication Co., Ltd.
788038	FUNAI ELECTRIC CO., LTD.
F045DA	Texas Instruments
1CEEC9	Elo touch solutions
001862	Seagate Technology
000C50	Seagate Technology
E4F042	Google, Inc.
20B399	Enterasys
CC2D21	Tenda Technology Co.,Ltd.Dongguan branch
004097	DATEX DIVISION OF
4048FD	IEEE Registration Authority
A8EEC6	Muuselabs NV/SA
9C4FCF	TCT mobile ltd
D896E0	Alibaba Cloud Computing Ltd.
207852	Nokia Solutions and Networks GmbH & Co. KG
F417B8	AirTies Wireless Networks
38F73D	Amazon Technologies Inc.
C0A00D	ARRIS Group, Inc.
B8F74A	RCNTEC
ECF451	Arcadyan Corporation
581243	AcSiP Technology Corp.
58C17A	Cambium Networks Limited
E0AADB	Nanjing PANENG Technology Development Co.,Ltd
C8DEC9	Coriant
342AF1	Texas Instruments
0C6111	Anda Technologies SAC
0022C4	epro GmbH
0C1539	Apple, Inc.
1C330E	PernixData
44D5A5	AddOn Computer
645106	Hewlett Packard
00BE9E	Fiberhome Telecommunication Technologies Co.,LTD
54C57A	Sunnovo International Limited
6C5697	Amazon Technologies Inc.
F87B20	Cisco Systems, Inc
A89FEC	ARRIS Group, Inc.
38AD8E	New H3C Technologies Co., Ltd
34D0B8	IEEE Registration Authority
D06726	Hewlett Packard Enterprise
ECFAF4	SenRa Tech Pvt. Ltd
0005FF	SNS Solutions, Inc.
D88F76	Apple, Inc.
409C28	Apple, Inc.
001C73	Arista Networks
2C8A72	HTC Corporation
38019F	SHENZHEN FAST TECHNOLOGIES CO.,LTD
245CCB	AXIe Consortium, Inc.
609BC8	Hipad Intelligent Technology Co., Ltd.
406A8E	Hangzhou Puwell OE Tech Ltd.
1C0FAF	Lucid Vision Labs
88B4A6	Motorola Mobility LLC, a Lenovo Company
F449EF	EMSTONE
54DF24	Fiberhome Telecommunication Technologies Co.,LTD
AC1DDF	IEEE Registration Authority
24B209	Avaya Inc
FC65DE	Amazon Technologies Inc.
BC903A	Robert Bosch GmbH
E8D819	AzureWave Technology Inc.
B06EBF	ASUSTek COMPUTER INC.
002128	Oracle Corporation
28CF08	ESSYS
74860B	Cisco Systems, Inc
182D98	Jinwoo Industrial system
782D7E	TRENDnet, Inc.
741AE0	IEEE Registration Authority
583879	RICOH COMPANY, LTD.
F44C70	Skyworth Digital Technology(Shenzhen) Co.,Ltd
78321B	D-Link International
D8A534	Spectronix Corporation
00A096	MITSUMI ELECTRIC CO.,LTD.
78617C	MITSUMI ELECTRIC CO.,LTD.
EC51BC	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
F079E8	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
B0935B	ARRIS Group, Inc.
D0B128	Samsung Electronics Co.,Ltd
BC5451	Samsung Electronics Co.,Ltd
08661F	Palo Alto Networks
74EAC8	New H3C Technologies Co., Ltd
B4D64E	Caldero Limited
F89DBB	Tintri
D8A01D	Espressif Inc.
904E91	IEEE Registration Authority
DC0C2D	WEIFANG GOERTEK ELECTRONICS CO.,LTD
C4F312	Texas Instruments
601803	Daikin Air-conditioning (Shanghai) Co., Ltd.
8CFEB4	VSOONTECH ELECTRONICS CO., LIMITED
940E6B	HUAWEI TECHNOLOGIES CO.,LTD
64FB50	RoomReady/Zdi, Inc.
58B42D	YSTen Technology Co.,Ltd
34298F	IEEE Registration Authority
5CEA1D	Hon Hai Precision Ind. Co.,Ltd.
181456	Nokia Corporation
78CA04	Nokia Corporation
104B46	Mitsubishi Electric Corporation
0017C8	KYOCERA Display Corporation
5CE8B7	Oraimo Technology Limited
CC66B2	Nokia
38E2DD	zte corporation
885DFB	zte corporation
68ECC5	Intel Corporate
3C11B2	Fraunhofer FIT
288CB8	zte corporation
78BC1A	Cisco Systems, Inc
005C86	SHENZHEN FAST TECHNOLOGIES CO.,LTD
5C546D	HUAWEI TECHNOLOGIES CO.,LTD
48BCA6	​ASUNG TECHNO CO.,Ltd
3C10E6	PHAZR Inc.
30053F	JTI Co.,Ltd.
B009DA	Ring Solutions
00054F	Garmin International
904506	Tokyo Boeki Medisys Inc.
0021A1	Cisco Systems, Inc
E048D3	MOBIWIRE MOBILES (NINGBO) CO.,LTD
B8DB1C	Integrated Device Technology (Malaysia) Sdn. Bhd.
58E28F	Apple, Inc.
787B8A	Apple, Inc.
000C03	HDMI Licensing, LLC
F4939F	Hon Hai Precision Industry Co., Ltd.
000726	SHENZHEN GONGJIN ELECTRONICS CO.,LT
FC8B97	SHENZHEN GONGJIN ELECTRONICS CO.,LT
2880A2	Novatel Wireless Solutions, Inc.
84A1D1	Sagemcom Broadband SAS
FC7F56	CoSyst Control Systems GmbH
2C4053	Samsung Electronics Co.,Ltd
0C8FFF	HUAWEI TECHNOLOGIES CO.,LTD
54B121	HUAWEI TECHNOLOGIES CO.,LTD
A80C63	HUAWEI TECHNOLOGIES CO.,LTD
5CC307	HUAWEI TECHNOLOGIES CO.,LTD
909D7D	ARRIS Group, Inc.
788C4D	Indyme Solutions, LLC
DCEB53	Wuhan QianXiao Elecronic Technology CO.,LTD
EC8AC7	Fiberhome Telecommunication Technologies Co.,LTD
88365F	LG Electronics (Mobile Communications)
24B2DE	Espressif Inc.
F0EFD2	TF PAYMENT SERVICE CO., LTD
000E59	Sagemcom Broadband SAS
788102	Sercomm Corporation.
84AA9C	MitraStar Technology Corp.
2CAB25	SHENZHEN GONGJIN ELECTRONICS CO.,LT
1CA532	SHENZHEN GONGJIN ELECTRONICS CO.,LT
001F92	Motorola Solutions Inc.
0025C4	Ruckus Wireless
C0C520	Ruckus Wireless
70DEF9	FAI WAH INTERNATIONAL (HONG KONG) LIMITED
4CB008	Shenzhen Gwelltimes Technology Co.,Ltd
E86FF2	Actiontec Electronics, Inc
005018	AMIT, Inc.
FC2F6B	Everspin Technologies, Inc.
101B54	HUAWEI TECHNOLOGIES CO.,LTD
7CBACC	IEEE Registration Authority
94F128	Hewlett Packard Enterprise
540237	Teltronic AG
E0107F	Ruckus Wireless
C4017C	Ruckus Wireless
404229	Layer3TV, Inc
F81D90	Solidwintech
B0EABC	ASKEY COMPUTER CORP
94C691	EliteGroup Computer Systems Co., LTD
3CF591	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
602101	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
7CEB7F	Dmet Products Corp.
8C8580	Smart Innovation LLC
287B09	zte corporation
A06A44	Vizio, Inc
88B111	Intel Corporate
DCBE7A	Zhejiang Nurotron Biotechnology Co.
3438B7	HUMAX Co., Ltd.
78B28D	Beijing Tengling Technology CO.Ltd
784501	Biamp Systems
54D751	Proximus
CC0677	Fiberhome Telecommunication Technologies Co.,LTD
14780B	Varex Imaging Deutschland AG
0080C2	IEEE 802.1 Chair
ECF342	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
D4258B	Intel Corporate
041B6D	LG Electronics (Mobile Communications)
F44156	Arrikto Inc.
986C5C	Jiangxi Gosun Guard Security Co.,Ltd
50FF20	Keenetic Limited
688DB6	AETEK INC.
00F82C	Cisco Systems, Inc
00C1B1	Cisco Systems, Inc
F4FCB1	JJ Corp
8C395C	Bit4id Srl
309C23	Micro-Star INTL CO., LTD.
145E45	Bamboo Systems Group
E45740	ARRIS Group, Inc.
ACAFB9	Samsung Electronics Co.,Ltd
181212	Cepton Technologies
70D923	vivo Mobile Communication Co., Ltd.
B83A08	Tenda Technology Co.,Ltd.Dongguan branch
50D37F	Yu Fly Mikly Way Science and Technology Co., Ltd.
B03D96	Vision Valley FZ LLC
F894C2	Intel Corporate
70D379	Cisco Systems, Inc
100501	PEGATRON CORPORATION
D8C8E9	Phicomm (Shanghai) Co., Ltd.
7CB960	Shanghai X-Cheng telecom LTD
28B448	HUAWEI TECHNOLOGIES CO.,LTD
70DB98	Cisco Systems, Inc
30D386	zte corporation
24792A	Ruckus Wireless
A49BF5	Hybridserver Tec GmbH
F470AB	vivo Mobile Communication Co., Ltd.
2C5A0F	Cisco Systems, Inc
2C3124	Cisco Systems, Inc
9CC8AE	Becton, Dickinson  and Company
B0359F	Intel Corporate
C0D962	ASKEY COMPUTER CORP
F80BCB	Cisco Systems, Inc
08028E	NETGEAR
B47C9C	Amazon Technologies Inc.
503DA1	Samsung Electronics Co.,Ltd
503237	Apple, Inc.
B0481A	Apple, Inc.
B49CDF	Apple, Inc.
48BF6B	Apple, Inc.
2CFAA2	Alcatel-Lucent Enterprise
E8E732	Alcatel-Lucent Enterprise
7C2664	Sagemcom Broadband SAS
AC6B0F	CADENCE DESIGN SYSTEMS INC
C8B5AD	Hewlett Packard Enterprise
7C3866	Texas Instruments
0C61CF	Texas Instruments
9C1D58	Texas Instruments
58821D	H. Schomäcker GmbH
D8A105	Syslane, Co., Ltd.
3C0518	Samsung Electronics Co.,Ltd
900628	Samsung Electronics Co.,Ltd
2C1DB8	ARRIS Group, Inc.
9C84BF	Apple, Inc.
B4A9FE	GHIA Technology (Shenzhen) LTD
F097E5	TAMIO, INC
4C1A3D	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
1CA0D3	IEEE Registration Authority
9CFCD1	Aetheris Technology (Shanghai) Co., Ltd.
BCA042	SHANGHAI FLYCO ELECTRICAL APPLIANCE CO.,LTD
CCCE1E	AVM Audiovisuelles Marketing und Computersysteme GmbH
0CF4D5	Ruckus Wireless
00111B	Targa Systems Div L-3 Communications
6854C1	ColorTokens, Inc.
346E9D	Ericsson AB
F4DC41	YOUNGZONE CULTURE (SHANGHAI) CORP
000F4F	PCS Systemtechnik GmbH
6C750D	WiFiSONG
3805AC	Piller Group GmbH
BC3F8F	HUAWEI TECHNOLOGIES CO.,LTD
143004	HUAWEI TECHNOLOGIES CO.,LTD
38AA3C	SAMSUNG ELECTRO MECHANICS CO., LTD.
50A4D0	IEEE Registration Authority
800010	AT&T
0C3CCD	Universal Global Scientific Industrial Co., Ltd.
14ABC5	Intel Corporate
0024F1	Shenzhen Fanhai Sanjiang Electronics Co., Ltd.
A80CCA	Shenzhen Sundray Technologies Company Limited
50D213	CviLux Corporation
001E29	Hypertherm Inc
7CC6C4	Kolff Computer Supplies b.v.
C4836F	Ciena Corporation
5004B8	HUAWEI TECHNOLOGIES CO.,LTD
000302	Charles Industries, Ltd.
5CFF35	Wistron Corporation
78F29E	PEGATRON CORPORATION
